,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acetato,Acrilico,Alpaca,Altre_fibre,Carta,Cashmere,Cotone,Cuoio,Elastan,Fibra_metallizzata,Lana,Lino,Lyocell,Modacrilico,Modal,Pelo_di_yak,Poliammide,Poliestere,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti,Coppie
0,0,abiti,Vestiti,H&M,abito in pizzo con scollo a v,69.99,41.99,"Esterno: Poliestere 100%,Fodera interna: Poliestere 95%, Elastan 5%",Rosa,2016,https://www2.hm.com/it_it/productpage.1073560002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
1,0,abiti,Vestiti,H&M,abito in pizzo con volant,79.99,Null,"Fodera interna: Poliestere 97%, Elastan 3%,Esterno: Poliestere 100%",Blu,2022,https://www2.hm.com/it_it/productpage.0898093001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
2,0,abiti,Vestiti,H&M,abito in misto seta,129.0,Null,"Acetato 59%, Seta 41%",Nero,2029,https://www2.hm.com/it_it/productpage.1010562001.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Acetato/Seta
3,0,abiti,Vestiti,H&M,chemisier oversize,19.99,Null,"Viscosa 76%, Poliestere 24%",Grigio,2034,https://www2.hm.com/it_it/productpage.1103334005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Poliestere/Viscosa
4,0,abiti,Vestiti,H&M,abito-blazer a doppio petto,34.99,Null,"Poliestere 98%, Elastan 2%",Nero,2039,https://www2.hm.com/it_it/productpage.1097021006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
5,0,abiti,Vestiti,H&M,abito-blazer a doppio petto,34.99,Null,"Poliestere 98%, Elastan 2%",Beige,2039,https://www2.hm.com/it_it/productpage.1097021006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
6,0,abiti,Vestiti,H&M,lace dress,24.99,Null,"Fodera interna: Poliestere 93%, Elastan 7%,Esterno: Poliestere 87%, Elastan 13%",Nero,2041,https://www2.hm.com/it_it/productpage.1120411001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
7,0,abiti,Vestiti,H&M,abito in velluto con torchon,24.99,Null,"Poliestere 93%, Elastan 7%",Nero,2044,https://www2.hm.com/it_it/productpage.1119150002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
8,0,abiti,Vestiti,H&M,sequined wrap dress,49.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 95%, Elastan 5%",Grigio,2045,https://www2.hm.com/it_it/productpage.1119044002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
9,0,abiti,Vestiti,H&M,abito in mesh,19.99,Null,"Fodera interna: Poliestere 93%, Elastan 7%,Esterno: Poliestere 95%, Elastan 5%",Nero,2047,https://www2.hm.com/it_it/productpage.1100492003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
10,0,abiti,Vestiti,H&M,abito in mesh,19.99,Null,"Esterno: Poliestere 95%, Elastan 5%,Fodera interna: Poliestere 93%, Elastan 7%",Arancione,2047,https://www2.hm.com/it_it/productpage.1100492003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
11,0,abiti,Vestiti,H&M,abito incrociato in satin,29.99,Null,"Poliestere 55%, Viscosa 45%",Nero,2053,https://www2.hm.com/it_it/productpage.1029017001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Poliestere/Viscosa
12,0,abiti,Vestiti,H&M,abito con scollo a v e paillettes,39.99,Null,"Esterno: Poliestere 63%, Fibra metallizzata 37%,Fodera interna: Poliestere 100%",Nero,2059,https://www2.hm.com/it_it/productpage.1120485001.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Fibra_metallizzata/Poliestere
13,0,abiti,Vestiti,H&M,abito a spalle scoperte con arricciature,39.99,Null,"Esterno: Poliestere 96%, Elastan 4%,Fodera interna: Poliestere 100%",Nero,2062,https://www2.hm.com/it_it/productpage.1110516002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
14,0,abiti,Vestiti,H&M,abito cut-out increspato,24.99,Null,"Poliestere 97%, Elastan 3%",Nero,2071,https://www2.hm.com/it_it/productpage.1100493001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
15,0,abiti,Vestiti,H&M,abito increspato con cut-out,24.99,Null,"Poliestere 97%, Elastan 3%",Nero,2074,https://www2.hm.com/it_it/productpage.1109937001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
16,0,abiti,Vestiti,H&M,abito aderente con cut-out,29.99,Null,"Viscosa 98%, Elastan 2%",Verde,2076,https://www2.hm.com/it_it/productpage.1103197002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Elastan/Viscosa
17,0,abiti,Vestiti,H&M,abito con maniche ampie,24.99,Null,"Viscosa 98%, Elastan 2%",Nero,2079,https://www2.hm.com/it_it/productpage.1088175002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Elastan/Viscosa
18,0,abiti,Vestiti,H&M,abito in tessuto crêpe con maniche a palloncino,19.99,Null,"Viscosa 82%, Poliammide 18%",Rosa,2080,https://www2.hm.com/it_it/productpage.1113490005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
19,0,abiti,Vestiti,H&M,abito in tessuto crêpe con maniche a palloncino,19.99,Null,"Viscosa 82%, Poliammide 18%",Beige,2080,https://www2.hm.com/it_it/productpage.1113490005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
20,0,abiti,Vestiti,H&M,abito in jersey goffrato,24.99,Null,"Poliestere 99%, Elastan 1%",Giallo,2081,https://www2.hm.com/it_it/productpage.1134896002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
21,0,abiti,Vestiti,H&M,abito in jersey goffrato,24.99,Null,"Poliestere 99%, Elastan 1%",Nero,2081,https://www2.hm.com/it_it/productpage.1134896002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
22,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,Null,"Lino 54%, Cotone 46%",Beige,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Lino
23,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,14.99,"Lino 54%, Cotone 46%",Beige,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Lino
24,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,Null,"Lino 54%, Cotone 46%",Blu,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Lino
25,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,12.99,"Lino 54%, Cotone 46%",Blu,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Lino
26,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,Null,"Lino 54%, Cotone 46%",Rosso,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Lino
27,0,abiti,Vestiti,H&M,abito increspato con lacci,19.99,Null,"Poliestere 96%, Elastan 4%",Verde,2099,https://www2.hm.com/it_it/productpage.1080604003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
28,0,abiti,Vestiti,H&M,abito increspato con lacci,19.99,Null,"Poliestere 97%, Elastan 3%",Ciano,2099,https://www2.hm.com/it_it/productpage.1080604003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
29,0,abiti,Vestiti,H&M,h&m+ abito in pizzo,24.99,Null,"Esterno: Poliestere 87%, Elastan 13%,Fodera interna: Elastan 93%, Poliestere 7%",Nero,2100,https://www2.hm.com/it_it/productpage.1119347001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
30,0,abiti,Vestiti,H&M,abito in satin con dettagli in pizzo,39.99,Null,"Poliestere 97%, Elastan 3%",Nero,2103,https://www2.hm.com/it_it/productpage.1145927002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
31,0,abiti,Vestiti,H&M,abito in maglia a coste,59.99,Null,"Viscosa 65%, Poliammide 35%",Nero,2104,https://www2.hm.com/it_it/productpage.1109605001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
32,0,abiti,Vestiti,H&M,abito con bottoni davanti,79.99,Null,"Lyocell 83%, Lino 17%",Nero,2107,https://www2.hm.com/it_it/productpage.1027801001.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Lino/Lyocell
33,0,abiti,Vestiti,H&M,abito in felpa con cappuccio,29.99,Null,"Cotone 60%, Poliestere 40%",Giallo,2111,https://www2.hm.com/it_it/productpage.1094251002.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
34,0,abiti,Vestiti,H&M,short embroidered kaftan dress,69.99,Null,"Lyocell 86%, Lino 14%",Nero,2118,https://www2.hm.com/it_it/productpage.1094947001.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Lino/Lyocell
35,0,abiti,Vestiti,H&M,abito corto in maglia strutturata,34.99,Null,"Poliestere 99%, Elastan 1%",Blu,2119,https://www2.hm.com/it_it/productpage.1131667001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
36,0,abiti,Vestiti,H&M,abito con paillettes,49.99,Null,"Fodere: Poliestere 100%,Esterno: Poliestere 95%, Elastan 5%",Beige,2120,https://www2.hm.com/it_it/productpage.1042906001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
37,0,abiti,Vestiti,H&M,abito corto incrociato,39.99,Null,"Poliestere 63%, Viscosa 37%",Nero,2125,https://www2.hm.com/it_it/productpage.1114002003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Poliestere/Viscosa
38,0,abiti,Vestiti,H&M,abito corto incrociato,39.99,Null,"Poliestere 63%, Viscosa 37%",Verde,2125,https://www2.hm.com/it_it/productpage.1114002003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Poliestere/Viscosa
39,0,abiti,Vestiti,H&M,abito in maglia a coste,59.99,Null,"Viscosa 70%, Poliammide 30%",Marrone,2126,https://www2.hm.com/it_it/productpage.1103340002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
40,0,abiti,Vestiti,H&M,abito in maglia a coste,59.99,Null,"Viscosa 70%, Poliammide 30%",Blu,2126,https://www2.hm.com/it_it/productpage.1103340002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
41,0,abiti,Vestiti,H&M,abito in maglia a coste,49.99,Null,"Viscosa 70%, Poliammide 30%",Blu,2127,https://www2.hm.com/it_it/productpage.1026288001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
42,0,abiti,Vestiti,H&M,abito in maglia a coste,49.99,Null,"Viscosa 70%, Poliammide 30%",Verde,2127,https://www2.hm.com/it_it/productpage.1026288001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
43,0,abiti,Vestiti,H&M,abito fantasia con maniche a sbuffo,29.99,Null,"Viscosa 98%, Elastan 2%",Nero,2128,https://www2.hm.com/it_it/productpage.1088435003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Elastan/Viscosa
44,0,abiti,Vestiti,H&M,abito fantasia con maniche a sbuffo,29.99,Null,"Viscosa 98%, Elastan 2%",Rosso,2128,https://www2.hm.com/it_it/productpage.1088435003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Elastan/Viscosa
45,0,abiti,Vestiti,H&M,abito in felpa,19.99,Null,"Cotone 58%, Poliestere 42%",Nero,2129,https://www2.hm.com/it_it/productpage.0979874001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
46,0,abiti,Vestiti,H&M,abito in felpa,19.99,Null,"Cotone 58%, Poliestere 42%",Bianco,2129,https://www2.hm.com/it_it/productpage.0979874001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
47,0,abiti,Vestiti,H&M,abito in felpa,19.99,Null,"Cotone 57%, Poliestere 43%",Marrone,2129,https://www2.hm.com/it_it/productpage.0979874001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
48,0,abiti,Vestiti,H&M,abito in felpa,19.99,Null,"Cotone 57%, Poliestere 43%",Beige,2129,https://www2.hm.com/it_it/productpage.0979874001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
49,0,abiti,Vestiti,H&M,abito in felpa,19.99,Null,"Cotone 57%, Poliestere 43%",Verde,2129,https://www2.hm.com/it_it/productpage.0979874001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
50,0,abiti,Vestiti,H&M,abito in felpa,19.99,Null,"Cotone 59%, Poliestere 41%",Grigio,2129,https://www2.hm.com/it_it/productpage.0979874001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
51,0,abiti,Vestiti,H&M,abito incrociato,39.99,Null,"Maniche: Poliestere 100%,Esterno: Poliestere 99%, Elastan 1%",Nero,2132,https://www2.hm.com/it_it/productpage.1121329001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
52,0,abiti,Vestiti,H&M,abito incrociato,39.99,Null,"Esterno: Poliestere 99%, Elastan 1%,Maniche: Poliestere 100%",Beige,2132,https://www2.hm.com/it_it/productpage.1121329001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
53,0,abiti,Vestiti,H&M,abito drappeggiato in tessuto increspato,29.99,Null,"Poliestere 98%, Elastan 2%",Marrone,2136,https://www2.hm.com/it_it/productpage.1113790004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
54,0,abiti,Vestiti,H&M,abito drappeggiato in tessuto increspato,29.99,Null,"Poliestere 98%, Elastan 2%",Arancione,2136,https://www2.hm.com/it_it/productpage.1113790004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
55,0,abiti,Vestiti,H&M,abito arricciato,17.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 92%, Elastan 8%",Nero,2137,https://www2.hm.com/it_it/productpage.1089763001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
56,0,abiti,Vestiti,H&M,abito arricciato,17.99,Null,"Esterno: Poliestere 92%, Elastan 8%,Fodera interna: Poliestere 100%",Rosso,2137,https://www2.hm.com/it_it/productpage.1089763001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
57,0,abiti,Vestiti,H&M,abito-blazer in twill,34.99,Null,"Poliestere 98%, Elastan 2%",Grigio,2142,https://www2.hm.com/it_it/productpage.1108773001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
58,0,abiti,Vestiti,H&M,abito con maniche a palloncino,29.99,Null,"Viscosa 81%, Poliammide 19%",Rosso,2143,https://www2.hm.com/it_it/productpage.1114617002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
59,0,abiti,Vestiti,H&M,abito cut-out,19.99,Null,"Poliestere 94%, Elastan 6%",Nero,2148,https://www2.hm.com/it_it/productpage.1107228001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
60,0,abiti,Vestiti,H&M,abito in felpa con cappuccio,29.99,Null,"Cotone 60%, Poliestere 40%",Beige,2149,https://www2.hm.com/it_it/productpage.1089837002.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
61,0,abiti,Vestiti,H&M,abito in felpa con cappuccio,29.99,Null,"Cotone 60%, Poliestere 40%",Nero,2149,https://www2.hm.com/it_it/productpage.1089837002.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
62,0,abiti,Vestiti,H&M,abito con cut-out e torchon,24.99,Null,"Poliestere 99%, Elastan 1%",Verde,2154,https://www2.hm.com/it_it/productpage.1100164003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
63,0,abiti,Vestiti,H&M,abito in chiffon fantasia,49.99,Null,"Fodera interna: Poliestere 100%,Esterno: Viscosa 100%",Nero,2157,https://www2.hm.com/it_it/productpage.1072739001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Poliestere/Viscosa
64,0,abiti,Vestiti,H&M,abito corto cut-out,29.99,9.99,"Fodera interna: Poliestere 100%,Esterno: Poliestere 98%, Elastan 2%",Bianco,2162,https://www2.hm.com/it_it/productpage.1036208001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
65,0,abiti,Vestiti,H&M,abito corto cut-out,29.99,8.99,"Esterno: Poliestere 98%, Elastan 2%",Nero,2162,https://www2.hm.com/it_it/productpage.1036208001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
66,0,abiti,Vestiti,H&M,abito corto cut-out,29.99,20.99,"Esterno: Poliestere 98%, Elastan 2%",Viola,2162,https://www2.hm.com/it_it/productpage.1036208001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
67,0,abiti,Vestiti,H&M,abito a spalle scoperte,29.99,Null,"Poliestere 97%, Elastan 3%",Nero,2164,https://www2.hm.com/it_it/productpage.1079832005.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
68,0,abiti,Vestiti,H&M,abito a spalle scoperte,29.99,9.99,"Poliestere 97%, Elastan 3%",Rosso,2164,https://www2.hm.com/it_it/productpage.1079832005.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
69,0,abiti,Vestiti,H&M,abito a spalle scoperte,29.99,Null,"Poliestere 97%, Elastan 3%",Arancione,2164,https://www2.hm.com/it_it/productpage.1079832005.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
70,0,abiti,Vestiti,H&M,h&m+ abito incrociato con maniche a palloncino,34.99,Null,"Viscosa 82%, Poliammide 18%",Nero,2165,https://www2.hm.com/it_it/productpage.1115776001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
71,0,abiti,Vestiti,H&M,h&m+ abito incrociato con maniche a palloncino,34.99,Null,"Viscosa 82%, Poliammide 18%",Nero,2165,https://www2.hm.com/it_it/productpage.1115776001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
72,0,abiti,Vestiti,H&M,abito con nodo decorativo,49.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 73%, Viscosa 27%",Giallo,2169,https://www2.hm.com/it_it/productpage.1093267001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Poliestere/Viscosa
73,0,abiti,Vestiti,H&M,abito con scollo a v,19.99,12.99,"Viscosa 81%, Poliammide 19%",Arancione,2170,https://www2.hm.com/it_it/productpage.1079432006.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
74,0,abiti,Vestiti,H&M,abito con scollo a v,19.99,12.99,"Viscosa 82%, Poliammide 18%",Verde,2170,https://www2.hm.com/it_it/productpage.1079432006.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
75,0,abiti,Vestiti,H&M,abito con scollo a v,19.99,9.99,"Viscosa 82%, Poliammide 18%",Bianco,2170,https://www2.hm.com/it_it/productpage.1079432006.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
76,0,abiti,Vestiti,H&M,abito con scollo a v,19.99,Null,"Viscosa 81%, Poliammide 19%",Arancione,2170,https://www2.hm.com/it_it/productpage.1079432006.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
77,0,abiti,Vestiti,H&M,abito con scollo a v,19.99,Null,"Viscosa 81%, Poliammide 19%",Blu,2170,https://www2.hm.com/it_it/productpage.1079432006.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
78,0,abiti,Vestiti,H&M,abito fantasia con maniche a palloncino,44.99,Null,"Poliestere 99%, Elastan 1%",Nero,2171,https://www2.hm.com/it_it/productpage.1121324001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Elastan/Poliestere
79,0,abiti,Vestiti,H&M,abito increspato con cut-out,49.99,Null,"Fodera interna: Poliestere 100%,Esterno: Viscosa 100%",Marrone,2172,https://www2.hm.com/it_it/productpage.1078054001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Poliestere/Viscosa
80,0,abiti,Vestiti,H&M,chemisier corto,29.99,Null,"Viscosa 75%, Poliammide 25%",Blu,2173,https://www2.hm.com/it_it/productpage.1078910003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
81,0,abiti,Vestiti,H&M,chemisier corto,29.99,Null,"Viscosa 75%, Poliammide 25%",Nero,2173,https://www2.hm.com/it_it/productpage.1078910003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
82,0,abiti,Vestiti,H&M,chemisier corto,29.99,Null,"Viscosa 75%, Poliammide 25%",Beige,2173,https://www2.hm.com/it_it/productpage.1078910003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Poliammide/Viscosa
83,0,abiti,Vestiti,H&M,abito svasato effetto uncinetto,69.99,Null,"Fodera collo: Poliestere 100%,Esterno: Cotone 90%, Poliestere 10%",Rosso,2179,https://www2.hm.com/it_it/productpage.1108102003.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Cotone/Poliestere
