,Unnamed: 0,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acrilico,Alluminio,Altre_fibre,Cashmere,Cotone,Cuoio,Lana,Lino,Lyocell,Modal,Poliammide,Poliestere,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti,Materiale
1474,1475,0,pantaloni,Pantaloni,H&M,pantaloni ampi,29.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Giallo,3107,https://www2.hm.com/it_it/productpage.0987275008.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1475,1476,0,pantaloni,Pantaloni,H&M,pantaloni ampi,24.99,Null,Viscosa 100%,Nero,3112,https://www2.hm.com/it_it/productpage.1090236001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Viscosa
1476,1477,0,pantaloni,Pantaloni,H&M,pantaloni sportivi,19.99,Null,Poliestere 100%,Nero,3114,https://www2.hm.com/it_it/productpage.1028142003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1477,1478,0,pantaloni,Pantaloni,H&M,pantaloni sportivi,19.99,Null,Poliestere 100%,Verde,3114,https://www2.hm.com/it_it/productpage.1028142003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1478,1479,0,pantaloni,Pantaloni,H&M,pantaloni sportivi,19.99,Null,Poliestere 100%,Rosa,3114,https://www2.hm.com/it_it/productpage.1028142003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1479,1480,0,pantaloni,Pantaloni,H&M,h&m+ pantaloni ampi,24.99,Null,Viscosa 100%,Nero,3117,https://www2.hm.com/it_it/productpage.1088940001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Viscosa
1480,1481,0,pantaloni,Pantaloni,H&M,pantaloni pull-on con bande,39.99,17.99,Poliestere 100%,Nero,3122,https://www2.hm.com/it_it/productpage.1001948001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1481,1482,0,pantaloni,Pantaloni,H&M,pantaloni ampi con piega,24.99,Null,Poliestere 100%,Grigio,3128,https://www2.hm.com/it_it/productpage.1006338003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1482,1483,0,pantaloni,Pantaloni,H&M,pantaloni ampi con piega,24.99,Null,Poliestere 100%,Verde,3128,https://www2.hm.com/it_it/productpage.1006338003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1483,1484,0,pantaloni,Pantaloni,H&M,h&m+ pantaloni ampi con piega,24.99,Null,Poliestere 100%,Verde,3137,https://www2.hm.com/it_it/productpage.1037962001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1484,1485,0,pantaloni,Pantaloni,H&M,h&m+ wide track pants,24.99,Null,Poliestere 100%,Verde,3149,https://www2.hm.com/it_it/productpage.1109377001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1485,1486,0,pantaloni,Pantaloni,H&M,pantaloni trapuntati,39.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%",Grigio,3153,https://www2.hm.com/it_it/productpage.1041821001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1486,1487,0,pantaloni,Pantaloni,H&M,joggers in cashmere sottile,99.0,Null,Cashmere 100%,Grigio,3191,https://www2.hm.com/it_it/productpage.0818621020.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cashmere
1487,1488,0,pantaloni,Pantaloni,H&M,joggers in cashmere sottile,99.0,Null,Cashmere 100%,Blu,3191,https://www2.hm.com/it_it/productpage.0818621020.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cashmere
1488,1489,0,pantaloni,Pantaloni,H&M,joggers in cashmere sottile,99.0,Null,Cashmere 100%,Beige,3191,https://www2.hm.com/it_it/productpage.0818621020.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cashmere
1489,1490,0,pantaloni,Pantaloni,H&M,joggers eleganti,29.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Nero,3217,https://www2.hm.com/it_it/productpage.1015539001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1490,1491,0,pantaloni,Pantaloni,H&M,joggers in pile,19.99,Null,Poliestere 100%,Beige,3219,https://www2.hm.com/it_it/productpage.1012400004.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1491,1492,0,pantaloni,Pantaloni,H&M,joggers in twill,29.99,Null,Modal 100%,Verde,3233,https://www2.hm.com/it_it/productpage.0880815006.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Modal
1492,1493,0,pantaloni,Pantaloni,H&M,joggers in pelliccia di pile,24.99,Null,Esterno: Poliestere 100%,Blu,3237,https://www2.hm.com/it_it/productpage.1021324001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1493,1494,0,pantaloni,Pantaloni,H&M,h&m+ pantaloni high waist,22.99,Null,Cotone 100%,Nero,3279,https://www2.hm.com/it_it/productpage.1037995001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1494,1495,0,pantaloni,Pantaloni,H&M,h&m+ pantaloni high waist,22.99,Null,Cotone 100%,Beige,3279,https://www2.hm.com/it_it/productpage.1037995001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1495,1496,0,pantaloni,Pantaloni,H&M,pantaloni in lana merinos,59.99,Null,Lana 100%,Nero,3286,https://www2.hm.com/it_it/productpage.1106648001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lana
1496,1497,0,pantaloni,Pantaloni,H&M,pantaloni in twill fantasia,29.99,Null,Cotone 100%,Beige,3305,https://www2.hm.com/it_it/productpage.1071606001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1497,1498,0,pantaloni,Pantaloni,H&M,pantaloni in twill high waist,22.99,Null,Cotone 100%,Giallo,3319,https://www2.hm.com/it_it/productpage.0962601012.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1498,1499,0,pantaloni,Pantaloni,H&M,pantaloni in twill high waist,22.99,Null,Cotone 100%,Verde,3319,https://www2.hm.com/it_it/productpage.0962601012.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1499,1500,0,pantaloni,Pantaloni,H&M,joggers in maglia pelosa,24.99,Null,Poliestere 100%,Ciano,3353,https://www2.hm.com/it_it/productpage.1041478002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1500,1501,0,pantaloni,Pantaloni,H&M,joggers in maglia pelosa,24.99,Null,Poliestere 100%,Giallo,3353,https://www2.hm.com/it_it/productpage.1041478002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1501,1502,0,pantaloni,Pantaloni,H&M,joggers in pelliccia di pile,34.99,Null,Poliestere 100%,Nero,3360,https://www2.hm.com/it_it/productpage.1026132001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1502,1503,0,pantaloni,Pantaloni,H&M,pantaloni pull-on corti,14.99,Null,Viscosa 100%,Marrone,3361,https://www2.hm.com/it_it/productpage.0971104015.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Viscosa
1503,1504,0,pantaloni,Pantaloni,H&M,pantaloni in twill high waist,19.99,Null,Cotone 100%,Bianco,3383,https://www2.hm.com/it_it/productpage.1056027001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1504,1505,0,pantaloni,Pantaloni,H&M,pantaloni con piega stirata,29.99,Null,"Esterno: Poliestere 100%,Fodera tasca: Poliestere 100%",Marrone,3392,https://www2.hm.com/it_it/productpage.0986965014.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1505,1506,0,pantaloni,Pantaloni,H&M,pantaloni in cotone goffrato,19.99,Null,"Esterno: Cotone 100%,Fodera tasca: Cotone 100%",Blu,3398,https://www2.hm.com/it_it/productpage.1058354002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1506,1507,0,pantaloni,Pantaloni,H&M,pantaloni in cotone goffrato,19.99,Null,"Esterno: Cotone 100%,Fodera tasca: Cotone 100%",Beige,3398,https://www2.hm.com/it_it/productpage.1058354002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1507,1508,0,pantaloni,Pantaloni,H&M,pantaloni svasati,39.99,Null,Poliestere 100%,Rosa,3418,https://www2.hm.com/it_it/productpage.1098559003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1508,1509,0,pantaloni,Pantaloni,H&M,pantaloni pull-on,14.99,8.99,Viscosa 100%,Verde,3420,https://www2.hm.com/it_it/productpage.0827687002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Viscosa
1509,1510,0,pantaloni,Pantaloni,H&M,pantaloni pull-on ampi,14.99,Null,Poliestere 100%,Nero,3427,https://www2.hm.com/it_it/productpage.0963034001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1510,1511,0,pantaloni,Pantaloni,H&M,pantaloni sportivi,29.99,Null,Poliestere 100%,Verde,3442,https://www2.hm.com/it_it/productpage.0816746002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1511,1512,0,pantaloni,Pantaloni,H&M,pantaloni sportivi,29.99,Null,Poliestere 100%,Nero,3442,https://www2.hm.com/it_it/productpage.0816746002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1512,1513,0,pantaloni,Pantaloni,H&M,pantaloni in maglia a coste,19.99,Null,Acrilico 100%,Blu,3450,https://www2.hm.com/it_it/productpage.1032609001.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Acrilico
1513,1514,0,pantaloni,Pantaloni,H&M,pantaloni ampi,14.99,Null,Poliestere 100%,Viola,3482,https://www2.hm.com/it_it/productpage.1063563006.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1514,1515,0,pantaloni,Pantaloni,H&M,pantaloni ampi,14.99,Null,Poliestere 100%,Marrone,3482,https://www2.hm.com/it_it/productpage.1063563006.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1515,1516,0,pantaloni,Pantaloni,H&M,leggings svasati in jersey strutturato,17.99,Null,Poliestere 100%,Rosa,3512,https://www2.hm.com/it_it/productpage.1116832002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1516,1517,0,pantaloni,Pantaloni,H&M,leggings svasati in jersey strutturato,17.99,Null,Poliestere 100%,Beige,3512,https://www2.hm.com/it_it/productpage.1116832002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1517,1518,0,pantaloni,Pantaloni,H&M,leggings in lana merinos,39.99,Null,Lana 100%,Grigio,3572,https://www2.hm.com/it_it/productpage.1019623002.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lana
1518,1519,0,pantaloni,Pantaloni,H&M,leggings in pelle,249.0,Null,Cuoio 100%,Nero,3602,https://www2.hm.com/it_it/productpage.0780031001.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cuoio
1519,1520,0,pantaloni,Pantaloni,H&M,leggings in pelle,249.0,Null,Cuoio 100%,Grigio,3602,https://www2.hm.com/it_it/productpage.0780031001.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cuoio
1520,1521,0,pantaloni,Pantaloni,H&M,leggings in pelle,249.0,Null,Cuoio 100%,Beige,3602,https://www2.hm.com/it_it/productpage.0780031001.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cuoio
1521,1522,0,pantaloni,Pantaloni,H&M,leggings a coste in merinos,49.99,Null,Lana merinos 100%,Grigio,3626,https://www2.hm.com/it_it/productpage.1029746002.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lana
1522,1523,0,pantaloni,Pantaloni,H&M,leggings in lana merinos,39.99,Null,Lana 100%,Verde,3695,https://www2.hm.com/it_it/productpage.1019623001.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lana
1523,1524,0,pantaloni,Pantaloni,H&M,pantaloni svasati,39.99,Null,Poliestere 100%,Blu,3710,https://www2.hm.com/it_it/productpage.1131550001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1524,1525,0,pantaloni,Pantaloni,H&M,pantaloni ampi,29.99,Null,"Fodera tasca: Poliestere 100%,Esterno: Poliestere 100%",Verde,3753,https://www2.hm.com/it_it/productpage.1048231006.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1525,1526,0,pantaloni,Pantaloni,H&M,pantaloni ampi,29.99,Null,"Fodera tasca: Poliestere 100%,Esterno: Poliestere 100%",Blu,3753,https://www2.hm.com/it_it/productpage.1048231006.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
1526,1527,0,jeans,Jeans,H&M,boyfriend low regular jeans,39.99,10.99,Cotone 100%,Blu,3760,https://www2.hm.com/it_it/productpage.0906976014.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1527,1528,0,jeans,Jeans,H&M,boyfriend low regular jeans,39.99,15.99,Cotone 100%,Blu,3760,https://www2.hm.com/it_it/productpage.0906976014.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1528,1529,0,jeans,Jeans,H&M,h&m+ 90s boyfriend jeans,29.99,Null,Cotone 100%,Blu,3761,https://www2.hm.com/it_it/productpage.1025647002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1529,1530,0,jeans,Jeans,H&M,h&m+ 90s boyfriend jeans,29.99,Null,Cotone 100%,Blu,3761,https://www2.hm.com/it_it/productpage.1025647002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1530,1531,0,jeans,Jeans,H&M,90s boyfriend jeans,39.99,Null,Cotone 100%,Blu,3764,https://www2.hm.com/it_it/productpage.0922835010.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1531,1532,0,jeans,Jeans,H&M,90s boyfriend jeans,39.99,Null,Cotone 100%,Blu,3764,https://www2.hm.com/it_it/productpage.0922835010.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1532,1533,0,jeans,Jeans,H&M,90s boyfriend jeans,39.99,Null,Cotone 100%,Blu,3764,https://www2.hm.com/it_it/productpage.0922835010.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1533,1534,0,jeans,Jeans,H&M,90s boyfriend jeans,39.99,Null,Cotone 100%,Blu,3764,https://www2.hm.com/it_it/productpage.0922835010.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1534,1535,0,jeans,Pantaloni,H&M,wide high jeans,29.99,Null,Cotone 100%,Nero,3772,https://www2.hm.com/it_it/productpage.0871889040.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1535,1536,0,jeans,Pantaloni,H&M,wide high jeans,29.99,Null,Cotone 100%,Blu,3772,https://www2.hm.com/it_it/productpage.0871889040.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1536,1537,0,jeans,Pantaloni,H&M,wide high jeans,29.99,Null,Cotone 100%,Grigio,3772,https://www2.hm.com/it_it/productpage.0871889040.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1537,1538,0,jeans,Pantaloni,H&M,wide high jeans,29.99,Null,Cotone 100%,Blu,3772,https://www2.hm.com/it_it/productpage.0871889040.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1538,1539,0,jeans,Pantaloni,H&M,90s baggy ultra high waist jeans,29.99,Null,Cotone 100%,Nero,3774,https://www2.hm.com/it_it/productpage.1042555029.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1539,1540,0,jeans,Pantaloni,H&M,90s baggy ultra high waist jeans,29.99,Null,Cotone 100%,Blu,3774,https://www2.hm.com/it_it/productpage.1042555029.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1540,1541,0,jeans,Pantaloni,H&M,90s baggy ultra high waist jeans,29.99,Null,Cotone 100%,Blu,3774,https://www2.hm.com/it_it/productpage.1042555029.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1541,1542,0,jeans,Pantaloni,H&M,wide low jeans,39.99,Null,Cotone 100%,Blu,3777,https://www2.hm.com/it_it/productpage.1084774002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1542,1543,0,jeans,Pantaloni,H&M,wide low jeans,39.99,Null,Cotone 100%,Blu,3777,https://www2.hm.com/it_it/productpage.1084774002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1543,1544,0,jeans,Pantaloni,H&M,wide low waist jeans,29.99,Null,Cotone 100%,Blu,3787,https://www2.hm.com/it_it/productpage.1026638018.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1544,1545,0,jeans,Pantaloni,H&M,wide low waist jeans,29.99,Null,Cotone 100%,Blu,3787,https://www2.hm.com/it_it/productpage.1026638018.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1545,1546,0,jeans,Pantaloni,H&M,wide low waist jeans,29.99,Null,Cotone 100%,Nero,3787,https://www2.hm.com/it_it/productpage.1026638018.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1546,1547,0,jeans,Pantaloni,H&M,wide low waist jeans,29.99,Null,Cotone 100%,Grigio,3787,https://www2.hm.com/it_it/productpage.1026638018.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1547,1548,0,jeans,Pantaloni,H&M,loose straight high jeans,34.99,Null,Cotone 100%,Blu,3792,https://www2.hm.com/it_it/productpage.1056009007.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1548,1549,0,jeans,Pantaloni,H&M,loose straight high jeans,34.99,Null,Cotone 100%,Blu,3792,https://www2.hm.com/it_it/productpage.1056009007.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1549,1550,0,jeans,Pantaloni,H&M,h&m+ 90s baggy high jeans,29.99,Null,Cotone 100%,Blu,3799,https://www2.hm.com/it_it/productpage.1062987004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1550,1551,0,jeans,Pantaloni,H&M,h&m+ 90s baggy high jeans,29.99,Null,Cotone 100%,Blu,3799,https://www2.hm.com/it_it/productpage.1062987004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1551,1552,0,jeans,Pantaloni,H&M,flared high ankle jeans,29.99,Null,Cotone 100%,Bianco,3800,https://www2.hm.com/it_it/productpage.1056020004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1552,1553,0,jeans,Pantaloni,H&M,flared high ankle jeans,29.99,11.99,Cotone 100%,Blu,3800,https://www2.hm.com/it_it/productpage.1056020004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1553,1554,0,jeans,Pantaloni,H&M,flared high ankle jeans,29.99,Null,Cotone 100%,Blu,3800,https://www2.hm.com/it_it/productpage.1056020004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1554,1555,0,jeans,Pantaloni,H&M,bootcut low jeans,39.99,Null,Cotone 100%,Blu,3802,https://www2.hm.com/it_it/productpage.1093115001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1555,1556,0,jeans,Pantaloni,H&M,wide ultra high jeans,24.99,Null,Cotone 100%,Nero,3804,https://www2.hm.com/it_it/productpage.1067430011.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1556,1557,0,jeans,Pantaloni,H&M,wide ultra high jeans,24.99,Null,Cotone 100%,Blu,3804,https://www2.hm.com/it_it/productpage.1067430011.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1557,1558,0,jeans,Pantaloni,H&M,wide ultra high jeans,24.99,Null,Cotone 100%,Blu,3804,https://www2.hm.com/it_it/productpage.1067430011.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1558,1559,0,jeans,Pantaloni,H&M,wide high jeans,29.99,Null,Cotone 100%,Blu,3807,https://www2.hm.com/it_it/productpage.1086586001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1559,1560,0,jeans,Pantaloni,H&M,h&m+ 90s baggy high waist jeans,24.99,Null,Cotone 100%,Beige,3811,https://www2.hm.com/it_it/productpage.1063032002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1560,1561,0,jeans,Pantaloni,H&M,h&m+ 90s baggy high waist jeans,24.99,Null,Cotone 100%,Beige,3811,https://www2.hm.com/it_it/productpage.1063032002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1561,1562,0,jeans,Pantaloni,H&M,90’s flare low jeans,39.99,12.99,Cotone 100%,Blu,3822,https://www2.hm.com/it_it/productpage.1039512005.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1562,1563,0,jeans,Pantaloni,H&M,90’s flare low jeans,39.99,12.99,Cotone 100%,Blu,3822,https://www2.hm.com/it_it/productpage.1039512005.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1563,1564,0,jeans,Pantaloni,H&M,wide high jeans,29.99,Null,Cotone 100%,Bianco,3827,https://www2.hm.com/it_it/productpage.1058033002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1564,1565,0,jeans,Pantaloni,H&M,h&m+ 90’s flare low jeans,39.99,Null,Cotone 100%,Blu,3868,https://www2.hm.com/it_it/productpage.1043622001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1565,1566,0,jeans,Pantaloni,H&M,h&m+ 90’s flare low jeans,39.99,Null,Cotone 100%,Blu,3868,https://www2.hm.com/it_it/productpage.1043622001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1566,1567,0,jeans,Pantaloni,H&M,h&m+ 90’s flare low jeans,39.99,Null,Cotone 100%,Blu,3868,https://www2.hm.com/it_it/productpage.1043622001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1567,1568,0,jeans,Pantaloni,H&M,loose straight high jeans,29.99,Null,Cotone 100%,Rosa,3878,https://www2.hm.com/it_it/productpage.1071855003.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1568,1569,0,jeans,Pantaloni,H&M,h&m+ flared high ankle jeans,29.99,Null,Cotone 100%,Bianco,3881,https://www2.hm.com/it_it/productpage.1061747001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1569,1570,0,jeans,Pantaloni,H&M,skinny high ankle jeans,29.99,Null,Cotone 100%,Blu,3997,https://www2.hm.com/it_it/productpage.0964891010.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1570,1571,0,jeans,Pantaloni,H&M,straight high jeans,29.99,Null,Cotone 100%,Blu,4024,https://www2.hm.com/it_it/productpage.1003167010.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1571,1572,0,jeans,Pantaloni,H&M,90’s straight baggy jeans,29.99,Null,Cotone 100%,Blu,4028,https://www2.hm.com/it_it/productpage.0995997004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
1572,1573,0,jeans,Pantaloni,H&M,90’s straight baggy jeans,29.99,17.99,Cotone 100%,Blu,4028,https://www2.hm.com/it_it/productpage.0995997004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
