,Unnamed: 0,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acrilico,Alluminio,Altre_fibre,Cashmere,Cotone,Cuoio,Lana,Lino,Lyocell,Modal,Poliammide,Poliestere,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti,Materiale
609,610,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto da baseball ricamato,39.99,Null,"Esterno: Poliestere 100%,Maniche: Poliestere 100%,Fodera interna: Poliestere 100%",Rosso,2563,https://www2.hm.com/it_it/productpage.1035953001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
610,611,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ piumino imbottito,59.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%",Nero,2568,https://www2.hm.com/it_it/productpage.0993542001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
611,612,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ piumino imbottito,59.99,Null,"Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Beige,2568,https://www2.hm.com/it_it/productpage.0993542001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
612,613,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia lunga,64.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Grigio,2571,https://www2.hm.com/it_it/productpage.1102548001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
613,614,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca da baseball,49.99,Null,"Imbottitura: Poliestere 100%,Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Verde,2573,https://www2.hm.com/it_it/productpage.1082506001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
614,615,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca da baseball,49.99,Null,"Esterno: Poliestere 100%,Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%",Blu,2573,https://www2.hm.com/it_it/productpage.1082506001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
615,616,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca da baseball,49.99,Null,"Imbottitura: Poliestere 100%,Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Altro,2573,https://www2.hm.com/it_it/productpage.1082506001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
616,617,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,49.99,Null,"Inserti: Poliestere 100%,Esterno: Poliestere 100%,Fodera tasca: Poliestere 100%",Viola,2575,https://www2.hm.com/it_it/productpage.1067098002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
617,618,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,49.99,Null,"Esterno: Poliestere 100%,Fodera tasca: Poliestere 100%,Inserti: Poliestere 100%",Arancione,2575,https://www2.hm.com/it_it/productpage.1067098002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
618,619,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca outdoor con cappuccio,39.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%",Nero,2580,https://www2.hm.com/it_it/productpage.0976185001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
619,620,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca outdoor con cappuccio,39.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%",Beige,2580,https://www2.hm.com/it_it/productpage.0976185001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
620,621,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca outdoor con cappuccio,39.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%",Beige,2580,https://www2.hm.com/it_it/productpage.0976185001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
621,622,0,giacche e cappotti,Giacche e Giubotti,H&M,impermeabile con cappuccio,49.99,Null,Poliestere 100%,Nero,2581,https://www2.hm.com/it_it/productpage.1094352001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
622,623,0,giacche e cappotti,Giacche e Giubotti,H&M,impermeabile con cappuccio,49.99,Null,Poliestere 100%,Verde,2581,https://www2.hm.com/it_it/productpage.1094352001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
623,624,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giacca outdoor imbottita,39.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%",Nero,2587,https://www2.hm.com/it_it/productpage.0981138001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
624,625,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pile,29.99,Null,Poliestere 100%,Marrone,2590,https://www2.hm.com/it_it/productpage.1085473001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
625,626,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giacca outdoor imbottita e con cappuccio,39.99,Null,"Esterno: Poliestere 100%,Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%",Nero,2595,https://www2.hm.com/it_it/productpage.1094559001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
626,627,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giacca outdoor imbottita e con cappuccio,39.99,Null,"Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Beige,2595,https://www2.hm.com/it_it/productpage.1094559001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
627,628,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia oversize in denim,29.99,Null,"Fodera tasca: Cotone 100%,Esterno: Cotone 100%",Giallo,2596,https://www2.hm.com/it_it/productpage.1032055001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
628,629,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto di jeans,24.99,Null,Cotone 100%,Nero,2599,https://www2.hm.com/it_it/productpage.0829643003.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
629,630,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia lunga,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Rosso,2601,https://www2.hm.com/it_it/productpage.1067227003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
630,631,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia lunga,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Verde,2601,https://www2.hm.com/it_it/productpage.1067227003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
631,632,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia lunga,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Blu,2601,https://www2.hm.com/it_it/productpage.1067227003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
632,633,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto oversize in denim,39.99,Null,Cotone 100%,Nero,2602,https://www2.hm.com/it_it/productpage.1013981003.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
633,634,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giacca con bordo morbido,49.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Nero,2603,https://www2.hm.com/it_it/productpage.1094242001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
634,635,0,giacche e cappotti,Giacche e Giubotti,H&M,teddy-lined jacket,59.99,Null,Poliestere 100%,Marrone,2605,https://www2.hm.com/it_it/productpage.1085562001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
635,636,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia,34.99,Null,Cotone 100%,Beige,2607,https://www2.hm.com/it_it/productpage.0975562001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
636,637,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca impermeabile oversize,99.0,Null,Poliestere 100%,Viola,2608,https://www2.hm.com/it_it/productpage.1067068004.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
637,638,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca impermeabile oversize,99.0,Null,Poliestere 100%,Marrone,2608,https://www2.hm.com/it_it/productpage.1067068004.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
638,639,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca impermeabile oversize,99.0,Null,Poliestere 100%,Nero,2608,https://www2.hm.com/it_it/productpage.1067068004.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
639,640,0,giacche e cappotti,Giacche e Giubotti,H&M,mantella impermeabile con cappuccio,49.99,Null,Poliestere 100%,Nero,2609,https://www2.hm.com/it_it/productpage.1028547002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
640,641,0,giacche e cappotti,Giacche e Giubotti,H&M,mantella impermeabile con cappuccio,49.99,Null,Poliestere 100%,Beige,2609,https://www2.hm.com/it_it/productpage.1028547002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
641,642,0,giacche e cappotti,Giacche e Giubotti,H&M,mantella impermeabile con cappuccio,49.99,Null,Poliestere 100%,Verde,2609,https://www2.hm.com/it_it/productpage.1028547002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
642,643,0,giacche e cappotti,Giacche e Giubotti,H&M,trench doppiopetto,69.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Beige,2612,https://www2.hm.com/it_it/productpage.1066313001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
643,644,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto da baseball con motivo,59.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Beige,2615,https://www2.hm.com/it_it/productpage.1078977001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
644,645,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca trapuntata,49.99,Null,"Imbottitura: Poliestere 100%,Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Giallo,2623,https://www2.hm.com/it_it/productpage.1043486003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
645,646,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca trapuntata,49.99,Null,"Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%,Esterno: Poliestere 100%",Verde,2623,https://www2.hm.com/it_it/productpage.1043486003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
646,647,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giubbotto in jeans,39.99,Null,Cotone 100%,Nero,2627,https://www2.hm.com/it_it/productpage.1026872002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
647,648,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca utility twill di cotone,39.99,Null,Cotone 100%,Beige,2629,https://www2.hm.com/it_it/productpage.1088228001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
648,649,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto da baseball color-block,39.99,Null,"Imbottitura: Poliestere 100%,Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Nero,2633,https://www2.hm.com/it_it/productpage.1056728001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
649,650,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto da baseball color-block,39.99,15.99,"Esterno: Poliestere 100%,Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%",Blu,2633,https://www2.hm.com/it_it/productpage.1056728001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
650,651,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ twill utility jacket,29.99,Null,Cotone 100%,Verde,2634,https://www2.hm.com/it_it/productpage.1083070001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
651,652,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giacca a vento con cappuccio,29.99,17.99,Poliestere 100%,Nero,2635,https://www2.hm.com/it_it/productpage.1065415001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
652,653,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ piumino imbottito lungo,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%",Nero,2642,https://www2.hm.com/it_it/productpage.1087515001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
653,654,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in denim,29.99,Null,Cotone 100%,Nero,2651,https://www2.hm.com/it_it/productpage.1032054001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
654,655,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in denim,29.99,Null,Cotone 100%,Blu,2651,https://www2.hm.com/it_it/productpage.1032054001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
655,656,0,giacche e cappotti,Giacche e Giubotti,H&M,pellicciotto con cappuccio,34.99,Null,Poliestere 100%,Nero,2659,https://www2.hm.com/it_it/productpage.1067046001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
656,657,0,giacche e cappotti,Giacche e Giubotti,H&M,mantella richiudibile 3-in-1,99.0,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%",Beige,2662,https://www2.hm.com/it_it/productpage.1082891001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
657,658,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca oversize in denim,39.99,Null,Cotone 100%,Blu,2663,https://www2.hm.com/it_it/productpage.1061301001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
658,659,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,39.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%,Dettagli: Poliestere 100%,Imbottitura: Poliestere 100%",Rosa,2666,https://www2.hm.com/it_it/productpage.1003722003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
659,660,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca corta in nylon,24.99,9.99,Poliammide 100%,Nero,2667,https://www2.hm.com/it_it/productpage.0934809001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Poliammide
660,661,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca corta in nylon,24.99,14.99,Poliammide 100%,Ciano,2667,https://www2.hm.com/it_it/productpage.0934809001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Poliammide
661,662,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia in twill di cotone,39.99,Null,Cotone 100%,Beige,2669,https://www2.hm.com/it_it/productpage.1082356004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
662,663,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia in twill di cotone,39.99,Null,Cotone 100%,Blu,2669,https://www2.hm.com/it_it/productpage.1082356004.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
663,664,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca con fodera in pelliccia di pile,59.99,Null,Poliestere 100%,Marrone,2671,https://www2.hm.com/it_it/productpage.1113831002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
664,665,0,giacche e cappotti,Giacche e Giubotti,H&M,piumino,39.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%",Beige,2681,https://www2.hm.com/it_it/productpage.1085368001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
665,666,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,44.99,Null,"Dettagli: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%",Bianco,2682,https://www2.hm.com/it_it/productpage.1067380002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
666,667,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,44.99,Null,"Esterno: Poliestere 100%,Dettagli: Poliestere 100%,Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%",Verde,2682,https://www2.hm.com/it_it/productpage.1067380002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
667,668,0,giacche e cappotti,Giacche e Giubotti,H&M,piumino,39.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%,Imbottitura: Copoliestere 100%",Nero,2686,https://www2.hm.com/it_it/productpage.1083322001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
668,669,0,giacche e cappotti,Giacche e Giubotti,H&M,piumino,39.99,Null,"Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Beige,2686,https://www2.hm.com/it_it/productpage.1083322001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
669,670,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giacca pelliccia di pile,59.99,Null,"Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%,Esterno: Poliestere 100%",Nero,2688,https://www2.hm.com/it_it/productpage.0997604001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
670,671,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia in twill,29.99,Null,Cotone 100%,Marrone,2693,https://www2.hm.com/it_it/productpage.1048935006.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
671,672,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia in twill,29.99,Null,Cotone 100%,Nero,2693,https://www2.hm.com/it_it/productpage.1048935006.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
672,673,0,giacche e cappotti,Giacche e Giubotti,H&M,h&m+ giubbotto oversize denim,39.99,Null,Cotone 100%,Blu,2697,https://www2.hm.com/it_it/productpage.1074028001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
673,674,0,giacche e cappotti,Giacche e Giubotti,H&M,piumino corto,29.99,14.99,"Esterno: Poliestere 100%,Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%",Nero,2702,https://www2.hm.com/it_it/productpage.1025818004.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
674,675,0,giacche e cappotti,Giacche e Giubotti,H&M,piumino corto,29.99,15.99,"Imbottitura: Poliestere 100%,Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Beige,2702,https://www2.hm.com/it_it/productpage.1025818004.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
675,676,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca idrorepellente con arricciature,49.99,Null,Poliammide 100%,Blu,2706,https://www2.hm.com/it_it/productpage.1093582005.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Poliammide
676,677,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto denim con colletto in pelliccia di pile,39.99,Null,Cotone 100%,Blu,2707,https://www2.hm.com/it_it/productpage.1082360001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
677,678,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto denim con colletto in pelliccia di pile,39.99,Null,Poliestere 100%,Nero,2707,https://www2.hm.com/it_it/productpage.1082360001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
678,679,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,24.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Beige,2708,https://www2.hm.com/it_it/productpage.1026895001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
679,680,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,24.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Nero,2708,https://www2.hm.com/it_it/productpage.1026895001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
680,681,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,39.99,Null,Poliestere 100%,Blu,2710,https://www2.hm.com/it_it/productpage.1003527011.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
681,682,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,39.99,Null,Poliestere 100%,Bianco,2710,https://www2.hm.com/it_it/productpage.1003527011.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
682,683,0,giacche e cappotti,Giacche e Giubotti,H&M,piumino con coulisse in vita,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%",Nero,2711,https://www2.hm.com/it_it/productpage.1085340001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
683,684,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto di jeans squadrato,39.99,Null,Esterno: Cotone 100%,Giallo,2715,https://www2.hm.com/it_it/productpage.1063784002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
684,685,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca-camicia senza maniche,24.99,6.99,Cotone 100%,Giallo,2720,https://www2.hm.com/it_it/productpage.0948870007.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
685,686,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Marrone,2726,https://www2.hm.com/it_it/productpage.0939579002.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
686,687,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca utility in twill,29.99,Null,Cotone 100%,Nero,2730,https://www2.hm.com/it_it/productpage.1068928002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
687,688,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca utility in twill,29.99,Null,Cotone 100%,Marrone,2730,https://www2.hm.com/it_it/productpage.1068928002.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
688,689,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca da baseball,39.99,Null,"Imbottitura: Poliestere 100%,Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Nero,2733,https://www2.hm.com/it_it/productpage.1082510001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
689,690,0,giacche e cappotti,Giacche e Giubotti,H&M,piumino corto,39.99,Null,"Fodera interna: Poliestere 100%,Imbottitura: Poliestere 100%,Esterno: Poliestere 100%",Nero,2734,https://www2.hm.com/it_it/productpage.1033912001.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
690,691,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,54.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%",Marrone,2737,https://www2.hm.com/it_it/productpage.0991731003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
691,692,0,giacche e cappotti,Giacche e Giubotti,H&M,giacca in pelliccia di pile,54.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%,Imbottitura: Poliestere 100%",Giallo,2737,https://www2.hm.com/it_it/productpage.0991731003.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Poliestere
692,693,0,giacche e cappotti,Giacche e Giubotti,H&M,giubbotto lungo in denim,49.99,Null,Cotone 100%,Nero,2739,https://www2.hm.com/it_it/productpage.0956763001.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cotone
