"","Sesso","Categoria","Sotto_categoria","Marca","Articolo","Prezzo","Prezzo_scontato","Materiali","Colore","Gruppo","Link","Acrilico","Alluminio","Altre_fibre","Cashmere","Cotone","Cuoio","Lana","Lino","Lyocell","Modal","Poliammide","Poliestere","Polipropilene","Polistirene","Poliuretano","Seta","Viscosa","Cachemire","Gomma","Lana_riciclata","Metallica","Modacrilica","Nylon","N.Fibre_Differenti"
"11",0,"abiti","Vestiti","H&M","abito con cintura con strass",59.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Rosa",2028,"https://www2.hm.com/it_it/productpage.1040279001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"12",0,"abiti","Vestiti","H&M","abito in satin con smock",39.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Grigio",2030,"https://www2.hm.com/it_it/productpage.0985204004.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"13",0,"abiti","Vestiti","H&M","chemisier oversize",19.99,"Null","Cotone 100%","Beige",2034,"https://www2.hm.com/it_it/productpage.1103334005.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"14",0,"abiti","Vestiti","H&M","chemisier oversize",19.99,"Null","Cotone 100%","Rosso",2034,"https://www2.hm.com/it_it/productpage.1103334005.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15",0,"abiti","Vestiti","H&M","abito-blazer a doppio petto",34.99,"Null","Poliestere 100%","Nero",2039,"https://www2.hm.com/it_it/productpage.1097021006.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"16",0,"abiti","Vestiti","H&M","maxiabito in maglia a coste",24.99,"Null","Poliestere 100%","Giallo",2043,"https://www2.hm.com/it_it/productpage.1122808001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"17",0,"abiti","Vestiti","H&M","chemisier incrociato in satin",24.99,"Null","Viscosa 100%","Nero",2050,"https://www2.hm.com/it_it/productpage.1088102002.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"18",0,"abiti","Vestiti","H&M","chemisier incrociato in satin",24.99,"Null","Viscosa 100%","Verde",2050,"https://www2.hm.com/it_it/productpage.1088102002.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"19",0,"abiti","Vestiti","H&M","chemisier incrociato in satin",24.99,"Null","Poliestere 100%","Nero",2050,"https://www2.hm.com/it_it/productpage.1088102002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"20",0,"abiti","Vestiti","H&M","chemisier incrociato in satin",24.99,"Null","Viscosa 100%","Arancione",2050,"https://www2.hm.com/it_it/productpage.1088102002.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"21",0,"abiti","Vestiti","H&M","chemisier incrociato in satin",24.99,"Null","Poliestere 100%","Giallo",2050,"https://www2.hm.com/it_it/productpage.1088102002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"22",0,"abiti","Vestiti","H&M","chemisier fantasia",19.99,"Null","Viscosa 100%","Nero",2051,"https://www2.hm.com/it_it/productpage.1005559017.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"23",0,"abiti","Vestiti","H&M","chemisier fantasia",19.99,"Null","Viscosa 100%","Nero",2051,"https://www2.hm.com/it_it/productpage.1005559017.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"24",0,"abiti","Vestiti","H&M","chemisier fantasia",19.99,"Null","Viscosa 100%","Beige",2051,"https://www2.hm.com/it_it/productpage.1005559017.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"25",0,"abiti","Vestiti","H&M","chemisier fantasia",19.99,"Null","Viscosa 100%","Rosso",2051,"https://www2.hm.com/it_it/productpage.1005559017.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"26",0,"abiti","Vestiti","H&M","abito con maniche a palloncino",39.99,"Null","Cotone 100%","Rosso",2052,"https://www2.hm.com/it_it/productpage.1087843002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"27",0,"abiti","Vestiti","H&M","abito con maniche a palloncino",39.99,"Null","Cotone 100%","Nero",2052,"https://www2.hm.com/it_it/productpage.1087843002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28",0,"abiti","Vestiti","H&M","abito in denim con colletto",34.99,"Null","Cotone 100%","Blu",2055,"https://www2.hm.com/it_it/productpage.1071018001.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"29",0,"abiti","Vestiti","H&M","mama abito in jersey a costine",22.99,"Null","Cotone 100%","Nero",2057,"https://www2.hm.com/it_it/productpage.1088836001.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"30",0,"abiti","Vestiti","H&M","mama abito in jersey a costine",22.99,"Null","Cotone 100%","Rosa",2057,"https://www2.hm.com/it_it/productpage.1088836001.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"31",0,"abiti","Vestiti","H&M","abito incrociato increspato",29.99,"Null","Poliestere 100%","Bianco",2063,"https://www2.hm.com/it_it/productpage.1121190004.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"32",0,"abiti","Vestiti","H&M","abito incrociato in satin",34.99,"Null","Viscosa 100%","Verde",2065,"https://www2.hm.com/it_it/productpage.1099476004.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"33",0,"abiti","Vestiti","H&M","abito incrociato in satin",34.99,"Null","Viscosa 100%","Nero",2065,"https://www2.hm.com/it_it/productpage.1099476004.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"34",0,"abiti","Vestiti","H&M","abito plissettato con cintura da annodare",49.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Nero",2066,"https://www2.hm.com/it_it/productpage.1091153003.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"35",0,"abiti","Vestiti","H&M","abito plissettato con cintura da annodare",49.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Giallo",2066,"https://www2.hm.com/it_it/productpage.1091153003.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"36",0,"abiti","Vestiti","H&M","abito in lana merinos",99,"Null","Lana 100%","Nero",2069,"https://www2.hm.com/it_it/productpage.1106628002.html",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"37",0,"abiti","Vestiti","H&M","abito in chiffon",39.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Ciano",2070,"https://www2.hm.com/it_it/productpage.1086252001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"38",0,"abiti","Vestiti","H&M","abito a tunica in satin",27.99,"Null","Poliestere 100%","Blu",2072,"https://www2.hm.com/it_it/productpage.1086251005.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"39",0,"abiti","Vestiti","H&M","abito a tunica in satin",27.99,"Null","Poliestere 100%","Nero",2072,"https://www2.hm.com/it_it/productpage.1086251005.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"40",0,"abiti","Vestiti","H&M","abito in chiffon al polpaccio",49.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Beige",2075,"https://www2.hm.com/it_it/productpage.1078005002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"41",0,"abiti","Vestiti","H&M","abito in chiffon al polpaccio",49.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Blu",2075,"https://www2.hm.com/it_it/productpage.1078005002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"42",0,"abiti","Vestiti","H&M","abito in denim con cintura",34.99,"Null","Cotone 100%","Blu",2082,"https://www2.hm.com/it_it/productpage.1079575001.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"43",0,"abiti","Vestiti","H&M","abito satin maniche a palloncino",22.99,"Null","Poliestere 100%","Bianco",2087,"https://www2.hm.com/it_it/productpage.1104644002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"44",0,"abiti","Vestiti","H&M","abito satin maniche a palloncino",22.99,"Null","Poliestere 100%","Nero",2087,"https://www2.hm.com/it_it/productpage.1104644002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"45",0,"abiti","Vestiti","H&M","chemisier oversize",29.99,"Null","Poliestere 100%","Giallo",2089,"https://www2.hm.com/it_it/productpage.1005002002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"46",0,"abiti","Vestiti","H&M","chemisier oversize",29.99,"Null","Poliestere 100%","Beige",2089,"https://www2.hm.com/it_it/productpage.1005002002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"47",0,"abiti","Vestiti","H&M","chemisier oversize",29.99,"Null","Poliestere 100%","Beige",2089,"https://www2.hm.com/it_it/productpage.1005002002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"48",0,"abiti","Vestiti","H&M","chemisier oversize",29.99,"Null","Poliestere 100%","Nero",2089,"https://www2.hm.com/it_it/productpage.1005002002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"49",0,"abiti","Vestiti","H&M","h&m+ pleated dress",39.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Ciano",2091,"https://www2.hm.com/it_it/productpage.1113135001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"50",0,"abiti","Vestiti","H&M","chemisier con cintura da annodare",34.99,"Null","Poliestere 100%","Blu",2094,"https://www2.hm.com/it_it/productpage.1090811002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"51",0,"abiti","Vestiti","H&M","chemisier con cintura da annodare",34.99,"Null","Poliestere 100%","Beige",2094,"https://www2.hm.com/it_it/productpage.1090811002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"52",0,"abiti","Vestiti","H&M","abito in denim",39.99,"Null","Cotone 100%","Blu",2095,"https://www2.hm.com/it_it/productpage.1079573001.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"53",0,"abiti","Vestiti","H&M","abito corto in satin",29.99,"Null","Poliestere 100%","Nero",2097,"https://www2.hm.com/it_it/productpage.1099498003.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"54",0,"abiti","Vestiti","H&M","abito corto incrociato",24.99,"Null","Viscosa 100%","Nero",2101,"https://www2.hm.com/it_it/productpage.1113789001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"55",0,"abiti","Vestiti","H&M","abito corto incrociato",24.99,"Null","Viscosa 100%","Arancione",2101,"https://www2.hm.com/it_it/productpage.1113789001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"56",0,"abiti","Vestiti","H&M","abito con scollo a v",24.99,"Null","Viscosa 100%","Nero",2105,"https://www2.hm.com/it_it/productpage.1025692007.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"57",0,"abiti","Vestiti","H&M","abito con scollo a v",24.99,"Null","Viscosa 100%","Rosso",2105,"https://www2.hm.com/it_it/productpage.1025692007.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"58",0,"abiti","Vestiti","H&M","abito con scollo a v",24.99,"Null","Viscosa 100%","Verde",2105,"https://www2.hm.com/it_it/productpage.1025692007.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"59",0,"abiti","Vestiti","H&M","abito in chiffon da annodare davanti",24.99,"Null","Fodera interna: Poliestere 100%,Esterno: Poliestere 100%","Nero",2109,"https://www2.hm.com/it_it/productpage.1109939001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"60",0,"abiti","Vestiti","H&M","abito in chiffon da annodare davanti",24.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Rosso",2109,"https://www2.hm.com/it_it/productpage.1109939001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"61",0,"abiti","Vestiti","H&M","abito con cintura da annodare",39.99,"Null","Poliestere 100%","Grigio",2113,"https://www2.hm.com/it_it/productpage.1086248003.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"62",0,"abiti","Vestiti","H&M","abito con cintura da annodare",39.99,"Null","Poliestere 100%","Blu",2113,"https://www2.hm.com/it_it/productpage.1086248003.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"63",0,"abiti","Vestiti","H&M","abito con scollo a v",29.99,"Null","Fodera interna: Poliestere 100%,Esterno: Poliestere 100%","Nero",2123,"https://www2.hm.com/it_it/productpage.1073140005.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"64",0,"abiti","Vestiti","H&M","abito voluminoso con incrocio",59.99,"Null","Viscosa 100%","Nero",2130,"https://www2.hm.com/it_it/productpage.1116619002.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"65",0,"abiti","Vestiti","H&M","abito voluminoso con incrocio",59.99,"Null","Viscosa 100%","Blu",2130,"https://www2.hm.com/it_it/productpage.1116619002.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"66",0,"abiti","Vestiti","H&M","abito oversize fantasia",49.99,"Null","Viscosa 100%","Nero",2131,"https://www2.hm.com/it_it/productpage.1110706002.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"67",0,"abiti","Vestiti","H&M","abito in felpa",17.99,"Null","Cotone 100%","Marrone",2133,"https://www2.hm.com/it_it/productpage.1083590004.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"68",0,"abiti","Vestiti","H&M","abito in felpa",17.99,"Null","Cotone 100%","Beige",2133,"https://www2.hm.com/it_it/productpage.1083590004.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"69",0,"abiti","Vestiti","H&M","maxiabito in chiffon",39.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Beige",2134,"https://www2.hm.com/it_it/productpage.1019040002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"70",0,"abiti","Vestiti","H&M","chemisier corto",49.99,"Null","Cotone 100%","Marrone",2135,"https://www2.hm.com/it_it/productpage.1072963002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"71",0,"abiti","Vestiti","H&M","abito a caftano in satin",59.99,"41.99","Viscosa 100%","Giallo",2139,"https://www2.hm.com/it_it/productpage.1093256001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"72",0,"abiti","Vestiti","H&M","abito a caftano in satin",59.99,"Null","Viscosa 100%","Arancione",2139,"https://www2.hm.com/it_it/productpage.1093256001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"73",0,"abiti","Vestiti","H&M","abito a caftano in satin",59.99,"Null","Viscosa 100%","Nero",2139,"https://www2.hm.com/it_it/productpage.1093256001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"74",0,"abiti","Vestiti","H&M","chemisier in denim",29.99,"Null","Cotone 100%","Blu",2140,"https://www2.hm.com/it_it/productpage.1023490004.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"75",0,"abiti","Vestiti","H&M","chemisier in denim",29.99,"Null","Cotone 100%","Blu",2140,"https://www2.hm.com/it_it/productpage.1023490004.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"76",0,"abiti","Vestiti","H&M","abito a incrocio plissettato",39.99,"Null","Fodera interna: Poliestere 100%,Esterno: Poliestere 100%","Beige",2145,"https://www2.hm.com/it_it/productpage.1122119001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"77",0,"abiti","Vestiti","H&M","abito con pizzo e maniche a palloncino",59.99,"Null","Cotone 100%","Nero",2146,"https://www2.hm.com/it_it/productpage.1088891001.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"78",0,"abiti","Vestiti","H&M","abito arricciato in tulle",29.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Nero",2150,"https://www2.hm.com/it_it/productpage.1110468001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"79",0,"abiti","Vestiti","H&M","abito arricciato in tulle",29.99,"Null","Fodera interna: Poliestere 100%,Esterno: Poliestere 100%","Verde",2150,"https://www2.hm.com/it_it/productpage.1110468001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"80",0,"abiti","Vestiti","H&M","abito arricciato in tulle",29.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Nero",2150,"https://www2.hm.com/it_it/productpage.1110468001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"81",0,"abiti","Vestiti","H&M","abito con cut-out e torchon",24.99,"Null","Viscosa 100%","Rosso",2154,"https://www2.hm.com/it_it/productpage.1100164003.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"82",0,"abiti","Vestiti","H&M","abito con cut-out e torchon",24.99,"Null","Viscosa 100%","Beige",2154,"https://www2.hm.com/it_it/productpage.1100164003.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"83",0,"abiti","Vestiti","H&M","h&m+ abito lungo in chiffon",34.99,"Null","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Nero",2160,"https://www2.hm.com/it_it/productpage.1112342006.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"84",0,"abiti","Vestiti","H&M","abito corto cut-out",29.99,"8.99","Esterno: Poliestere 100%","Beige",2162,"https://www2.hm.com/it_it/productpage.1036208001.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"85",0,"abiti","Vestiti","H&M","abito svasato crêpe",29.99,"Null","Viscosa 100%","Giallo",2163,"https://www2.hm.com/it_it/productpage.1088604001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"86",0,"abiti","Vestiti","H&M","abito a spalle scoperte",29.99,"11.99","Esterno: Poliestere 100%,Fodera interna: Poliestere 100%","Nero",2164,"https://www2.hm.com/it_it/productpage.1079832005.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"87",0,"abiti","Vestiti","H&M","chemisier oversize",29.99,"Null","Cotone 100%","Blu",2166,"https://www2.hm.com/it_it/productpage.1059521002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"88",0,"abiti","Vestiti","H&M","chemisier oversize",29.99,"Null","Cotone 100%","Beige",2166,"https://www2.hm.com/it_it/productpage.1059521002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"89",0,"abiti","Vestiti","H&M","abito in viscosa",59.99,"Null","Viscosa 100%","Rosa",2181,"https://www2.hm.com/it_it/productpage.1116118001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"90",0,"abiti","Vestiti","H&M","abito increspato con incrocio e volant",44.99,"Null","Viscosa 100%","Rosa",2188,"https://www2.hm.com/it_it/productpage.1106392001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"91",0,"abiti","Vestiti","H&M","abito svasato in cotone",19.99,"8.99","Cotone 100%","Beige",2197,"https://www2.hm.com/it_it/productpage.1058984002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92",0,"abiti","Vestiti","H&M","abito svasato in cotone",19.99,"9.99","Cotone 100%","Arancione",2197,"https://www2.hm.com/it_it/productpage.1058984002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",0,"abiti","Vestiti","H&M","abito svasato in cotone",19.99,"Null","Cotone 100%","Bianco",2197,"https://www2.hm.com/it_it/productpage.1058984002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",0,"abiti","Vestiti","H&M","abito svasato in cotone",19.99,"Null","Cotone 100%","Nero",2197,"https://www2.hm.com/it_it/productpage.1058984002.html",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",0,"abiti","Vestiti","H&M","h&m+ abito incrociato in satin",34.99,"Null","Viscosa 100%","Nero",2198,"https://www2.hm.com/it_it/productpage.1099240001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"96",0,"abiti","Vestiti","H&M","h&m+ abito incrociato in satin",34.99,"Null","Viscosa 100%","Nero",2198,"https://www2.hm.com/it_it/productpage.1099240001.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"97",0,"abiti","Vestiti","H&M","abito incrociato",34.99,"Null","Poliestere 100%","Beige",2200,"https://www2.hm.com/it_it/productpage.1077796002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"98",0,"abiti","Vestiti","H&M","abito incrociato",34.99,"Null","Poliestere 100%","Beige",2200,"https://www2.hm.com/it_it/productpage.1077796002.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"99",0,"abiti","Vestiti","H&M","abito in maglia",29.99,"Null","Acrilico 100%","Giallo",2201,"https://www2.hm.com/it_it/productpage.1090745007.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",0,"abiti","Vestiti","H&M","abito in maglia",29.99,"Null","Acrilico 100%","Verde",2201,"https://www2.hm.com/it_it/productpage.1090745007.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101",0,"abiti","Vestiti","H&M","abito fantasia con laccetti",24.99,"Null","Poliestere 100%","Viola",2208,"https://www2.hm.com/it_it/productpage.1078565006.html",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
