,index,Unnamed: 0,...1,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acetato,Acrilico,Alluminio,Alpaca,Altre_fibre,Canapa,Carta,Cashmere,Cotone,Cuoio,Elastan,Elastodiene,Elastomultiestere,Etilenvinilacetato,Fibra_di_acido_polilattico,Fibra_di_asclepiade,Fibra_metallizzata,Fibre_non_specificate,Lana,Lattice,Lino,Lyocell,Modacrilico,Modal,Mohair,Paglia,Pelo_di_yak,Piuma,Piumino,Poliammide,Policarbonato,Poliestere,Polietilene,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti
57,57,58,58,0,abiti,Vestiti,H&M,mama abito in jersey a costine,22.99,Null,Cotone 100%,Nero,2057,https://www2.hm.com/it_it/productpage.1088836001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,58,59,59,0,abiti,Vestiti,H&M,mama abito in jersey a costine,22.99,Null,Cotone 100%,Rosa,2057,https://www2.hm.com/it_it/productpage.1088836001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,59,60,60,0,abiti,Vestiti,H&M,abito in maglia a coste,29.99,Null,"Poliestere 55%, Viscosa 23%, Poliammide 22%",Grigio,2058,https://www2.hm.com/it_it/productpage.1092139001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
60,60,61,61,0,abiti,Vestiti,H&M,abito con scollo a v e paillettes,39.99,Null,"Esterno: Poliestere 63%, Fibra metallizzata 37%,Fodera interna: Poliestere 100%",Nero,2059,https://www2.hm.com/it_it/productpage.1120485001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
61,61,62,62,0,abiti,Vestiti,H&M,abito a costine a spalle scoperte,24.99,Null,"a rete: Poliestere 90%, Elastan 10%,Esterno: Poliestere 80%, Viscosa 18%, Elastan 2%",Nero,2060,https://www2.hm.com/it_it/productpage.1090053001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
62,62,63,63,0,abiti,Vestiti,H&M,abito a costine a spalle scoperte,24.99,Null,"Poliestere 76%, Viscosa 20%, Elastan 4%",Verde,2060,https://www2.hm.com/it_it/productpage.1090053001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
63,63,64,64,0,abiti,Vestiti,H&M,abito a spalle scoperte con arricciature,39.99,Null,"Esterno: Poliestere 96%, Elastan 4%,Fodera interna: Poliestere 100%",Nero,2062,https://www2.hm.com/it_it/productpage.1110516002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
64,64,65,65,0,abiti,Vestiti,H&M,abito incrociato increspato,29.99,Null,Poliestere 100%,Bianco,2063,https://www2.hm.com/it_it/productpage.1121190004.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65,65,66,66,0,abiti,Vestiti,H&M,abito in maglia a coste,32.99,Null,"Poliestere 55%, Poliammide 30%, Viscosa 10%, Lana 5%",Nero,2064,https://www2.hm.com/it_it/productpage.1034720001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
66,66,67,67,0,abiti,Vestiti,H&M,abito incrociato in satin,34.99,Null,Viscosa 100%,Verde,2065,https://www2.hm.com/it_it/productpage.1099476004.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67,67,68,68,0,abiti,Vestiti,H&M,abito incrociato in satin,34.99,Null,Viscosa 100%,Nero,2065,https://www2.hm.com/it_it/productpage.1099476004.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68,68,69,69,0,abiti,Vestiti,H&M,abito plissettato con cintura da annodare,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Nero,2066,https://www2.hm.com/it_it/productpage.1091153003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,69,70,70,0,abiti,Vestiti,H&M,abito plissettato con cintura da annodare,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Giallo,2066,https://www2.hm.com/it_it/productpage.1091153003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70,70,71,71,0,abiti,Vestiti,H&M,abito in lana merinos,99,Null,Lana 100%,Nero,2069,https://www2.hm.com/it_it/productpage.1106628002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,71,72,72,0,abiti,Vestiti,H&M,abito in chiffon,39.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Ciano,2070,https://www2.hm.com/it_it/productpage.1086252001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
72,72,73,73,0,abiti,Vestiti,H&M,abito cut-out increspato,24.99,Null,"Poliestere 97%, Elastan 3%",Nero,2071,https://www2.hm.com/it_it/productpage.1100493001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
73,73,74,74,0,abiti,Vestiti,H&M,abito a tunica in satin,27.99,Null,Poliestere 100%,Blu,2072,https://www2.hm.com/it_it/productpage.1086251005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
74,74,75,75,0,abiti,Vestiti,H&M,abito a tunica in satin,27.99,Null,Poliestere 100%,Nero,2072,https://www2.hm.com/it_it/productpage.1086251005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75,75,76,76,0,abiti,Vestiti,H&M,abito-blazer a doppio petto,49.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 77%, Viscosa 17%, Elastan 6%",Nero,2073,https://www2.hm.com/it_it/productpage.1090513001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
76,76,77,77,0,abiti,Vestiti,H&M,abito increspato con cut-out,24.99,Null,"Poliestere 97%, Elastan 3%",Nero,2074,https://www2.hm.com/it_it/productpage.1109937001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
77,77,78,78,0,abiti,Vestiti,H&M,abito in chiffon al polpaccio,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Beige,2075,https://www2.hm.com/it_it/productpage.1078005002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
78,78,79,79,0,abiti,Vestiti,H&M,abito in chiffon al polpaccio,49.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Blu,2075,https://www2.hm.com/it_it/productpage.1078005002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79,79,80,80,0,abiti,Vestiti,H&M,abito aderente con cut-out,29.99,Null,"Viscosa 98%, Elastan 2%",Verde,2076,https://www2.hm.com/it_it/productpage.1103197002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
80,80,81,81,0,abiti,Vestiti,H&M,abito in maglia a coste con scollo a v,34.99,Null,"Poliestere 80%, Poliammide 7%, Acrilico 7%, Lana 4%, Elastan 2%",Giallo,2077,https://www2.hm.com/it_it/productpage.1100867001.html,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
81,81,82,82,0,abiti,Vestiti,H&M,abito con maniche ampie,24.99,Null,"Viscosa 98%, Elastan 2%",Nero,2079,https://www2.hm.com/it_it/productpage.1088175002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
82,82,83,83,0,abiti,Vestiti,H&M,abito in tessuto crêpe con maniche a palloncino,19.99,Null,"Viscosa 82%, Poliammide 18%",Rosa,2080,https://www2.hm.com/it_it/productpage.1113490005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
83,83,84,84,0,abiti,Vestiti,H&M,abito in tessuto crêpe con maniche a palloncino,19.99,Null,"Viscosa 82%, Poliammide 18%",Beige,2080,https://www2.hm.com/it_it/productpage.1113490005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
84,84,85,85,0,abiti,Vestiti,H&M,abito in jersey goffrato,24.99,Null,"Poliestere 99%, Elastan 1%",Giallo,2081,https://www2.hm.com/it_it/productpage.1134896002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
85,85,86,86,0,abiti,Vestiti,H&M,abito in jersey goffrato,24.99,Null,"Poliestere 99%, Elastan 1%",Nero,2081,https://www2.hm.com/it_it/productpage.1134896002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
86,86,87,87,0,abiti,Vestiti,H&M,abito in denim con cintura,34.99,Null,Cotone 100%,Blu,2082,https://www2.hm.com/it_it/productpage.1079575001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,87,88,88,0,abiti,Vestiti,H&M,abito bodycon in maglia a coste,34.99,Null,"Poliestere 64%, Acrilico 30%, Lana 6%",Giallo,2084,https://www2.hm.com/it_it/productpage.1089670002.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
88,88,89,89,0,abiti,Vestiti,H&M,abito bodycon in maglia a coste,34.99,Null,"Poliestere 64%, Acrilico 30%, Lana 6%",Rosso,2084,https://www2.hm.com/it_it/productpage.1089670002.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
89,89,90,90,0,abiti,Vestiti,H&M,abito bodycon in maglia a coste,34.99,Null,"Poliestere 64%, Acrilico 30%, Lana 6%",Nero,2084,https://www2.hm.com/it_it/productpage.1089670002.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
90,90,91,91,0,abiti,Vestiti,H&M,abito in maglia a coste con colletto,34.99,Null,"Poliestere 55%, Poliammide 30%, Viscosa 10%, Lana 5%",Beige,2085,https://www2.hm.com/it_it/productpage.1088726001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
91,91,92,92,0,abiti,Vestiti,H&M,abito in maglia a coste con colletto,34.99,Null,"Poliestere 55%, Poliammide 30%, Viscosa 10%, Lana 5%",Nero,2085,https://www2.hm.com/it_it/productpage.1088726001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
92,92,93,93,0,abiti,Vestiti,H&M,abito in maglia a coste con colletto,34.99,Null,"Poliestere 55%, Poliammide 30%, Viscosa 10%, Lana 5%",Verde,2085,https://www2.hm.com/it_it/productpage.1088726001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
93,93,94,94,0,abiti,Vestiti,H&M,abito cut-out a costine,19.99,Null,"Poliestere 72%, Viscosa 23%, Elastan 5%",Nero,2086,https://www2.hm.com/it_it/productpage.1109245002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
94,94,95,95,0,abiti,Vestiti,H&M,abito cut-out a costine,19.99,Null,"Poliestere 72%, Viscosa 23%, Elastan 5%",Rosso,2086,https://www2.hm.com/it_it/productpage.1109245002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
95,95,96,96,0,abiti,Vestiti,H&M,abito satin maniche a palloncino,22.99,Null,Poliestere 100%,Bianco,2087,https://www2.hm.com/it_it/productpage.1104644002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
96,96,97,97,0,abiti,Vestiti,H&M,abito satin maniche a palloncino,22.99,Null,Poliestere 100%,Nero,2087,https://www2.hm.com/it_it/productpage.1104644002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
97,97,98,98,0,abiti,Vestiti,H&M,abito in maglia a costine,34.99,Null,"Poliestere 55%, Poliammide 30%, Viscosa 10%, Lana 5%",Nero,2088,https://www2.hm.com/it_it/productpage.1002278002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
98,98,99,99,0,abiti,Vestiti,H&M,chemisier oversize,29.99,Null,Poliestere 100%,Giallo,2089,https://www2.hm.com/it_it/productpage.1005002002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99,99,100,100,0,abiti,Vestiti,H&M,chemisier oversize,29.99,Null,Poliestere 100%,Beige,2089,https://www2.hm.com/it_it/productpage.1005002002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,101,101,0,abiti,Vestiti,H&M,chemisier oversize,29.99,Null,Poliestere 100%,Beige,2089,https://www2.hm.com/it_it/productpage.1005002002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
101,101,102,102,0,abiti,Vestiti,H&M,chemisier oversize,29.99,Null,Poliestere 100%,Nero,2089,https://www2.hm.com/it_it/productpage.1005002002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
102,102,103,103,0,abiti,Vestiti,H&M,h&m+ pleated dress,39.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Ciano,2091,https://www2.hm.com/it_it/productpage.1113135001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
103,103,104,104,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,Null,"Lino 54%, Cotone 46%",Beige,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
104,104,105,105,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,14.99,"Lino 54%, Cotone 46%",Beige,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105,105,106,106,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,Null,"Lino 54%, Cotone 46%",Blu,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106,106,107,107,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,12.99,"Lino 54%, Cotone 46%",Blu,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
107,107,108,108,0,abiti,Vestiti,H&M,abito corto in misto lino,29.99,Null,"Lino 54%, Cotone 46%",Rosso,2092,https://www2.hm.com/it_it/productpage.1044182006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108,108,109,109,0,abiti,Vestiti,H&M,chemisier con cintura da annodare,34.99,Null,Poliestere 100%,Blu,2094,https://www2.hm.com/it_it/productpage.1090811002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
109,109,110,110,0,abiti,Vestiti,H&M,chemisier con cintura da annodare,34.99,Null,Poliestere 100%,Beige,2094,https://www2.hm.com/it_it/productpage.1090811002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,110,111,111,0,abiti,Vestiti,H&M,abito in denim,39.99,Null,Cotone 100%,Blu,2095,https://www2.hm.com/it_it/productpage.1079573001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,111,112,112,0,abiti,Vestiti,H&M,abito corto in satin,29.99,Null,Poliestere 100%,Nero,2097,https://www2.hm.com/it_it/productpage.1099498003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
112,112,113,113,0,abiti,Vestiti,H&M,abito increspato con lacci,19.99,Null,"Poliestere 96%, Elastan 4%",Verde,2099,https://www2.hm.com/it_it/productpage.1080604003.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
113,113,114,114,0,abiti,Vestiti,H&M,abito increspato con lacci,19.99,Null,"Poliestere 97%, Elastan 3%",Ciano,2099,https://www2.hm.com/it_it/productpage.1080604003.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
114,114,115,115,0,abiti,Vestiti,H&M,h&m+ abito in pizzo,24.99,Null,"Esterno: Poliestere 87%, Elastan 13%,Fodera interna: Elastan 93%, Poliestere 7%",Nero,2100,https://www2.hm.com/it_it/productpage.1119347001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
115,115,116,116,0,abiti,Vestiti,H&M,abito corto incrociato,24.99,Null,Viscosa 100%,Nero,2101,https://www2.hm.com/it_it/productpage.1113789001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
116,116,117,117,0,abiti,Vestiti,H&M,abito corto incrociato,24.99,Null,Viscosa 100%,Arancione,2101,https://www2.hm.com/it_it/productpage.1113789001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
117,117,118,118,0,abiti,Vestiti,H&M,abito in satin con dettagli in pizzo,39.99,Null,"Poliestere 97%, Elastan 3%",Nero,2103,https://www2.hm.com/it_it/productpage.1145927002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
118,118,119,119,0,abiti,Vestiti,H&M,abito in maglia a coste,59.99,Null,"Viscosa 65%, Poliammide 35%",Nero,2104,https://www2.hm.com/it_it/productpage.1109605001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
119,119,120,120,0,abiti,Vestiti,H&M,abito con scollo a v,24.99,Null,Viscosa 100%,Nero,2105,https://www2.hm.com/it_it/productpage.1025692007.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
120,120,121,121,0,abiti,Vestiti,H&M,abito con scollo a v,24.99,Null,Viscosa 100%,Rosso,2105,https://www2.hm.com/it_it/productpage.1025692007.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
121,121,122,122,0,abiti,Vestiti,H&M,abito con scollo a v,24.99,Null,Viscosa 100%,Verde,2105,https://www2.hm.com/it_it/productpage.1025692007.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
122,122,123,123,0,abiti,Vestiti,H&M,chemisier glitter drappeggiato,19.99,Null,"Esterno: Poliammide 86%, Fibra metallizzata 14%,Fodera interna: Poliestere 93%, Elastan 7%",Nero,2106,https://www2.hm.com/it_it/productpage.1112069001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
123,123,124,124,0,abiti,Vestiti,H&M,abito con bottoni davanti,79.99,Null,"Lyocell 83%, Lino 17%",Nero,2107,https://www2.hm.com/it_it/productpage.1027801001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
124,124,125,125,0,abiti,Vestiti,H&M,abito in chiffon da annodare davanti,24.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Nero,2109,https://www2.hm.com/it_it/productpage.1109939001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
125,125,126,126,0,abiti,Vestiti,H&M,abito in chiffon da annodare davanti,24.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Rosso,2109,https://www2.hm.com/it_it/productpage.1109939001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
126,126,127,127,0,abiti,Vestiti,H&M,abito in felpa con cappuccio,29.99,Null,"Cotone 60%, Poliestere 40%",Giallo,2111,https://www2.hm.com/it_it/productpage.1094251002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
127,127,128,128,0,abiti,Vestiti,H&M,abito-cardigan in maglia fine,39.99,Null,"Poliestere 50%, Acrilico 37%, Poliammide 10%, Lana 3%",Nero,2112,https://www2.hm.com/it_it/productpage.1088802002.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
128,128,129,129,0,abiti,Vestiti,H&M,abito con cintura da annodare,39.99,Null,Poliestere 100%,Grigio,2113,https://www2.hm.com/it_it/productpage.1086248003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
129,129,130,130,0,abiti,Vestiti,H&M,abito con cintura da annodare,39.99,Null,Poliestere 100%,Blu,2113,https://www2.hm.com/it_it/productpage.1086248003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
